relationship_id,source_name,target_name,relationship_type,weight,num_sources,evidence_points,num_documents_total,docs_rhowardstone,docs_epstein_docs,docs_doc_explorer,docs_corpus,source_systems,evidence_classes,corroboration_score,max_entity_prominence
22250,Palm Beach International Airport,Jeffrey Epstein,associated_with,4.0,1,1.0,8,0,0,4,0,doc-explorer,rdf,0.609,3525
6308,Jay Lefkowitz,Jeffrey Epstein,employed_by,5.0,1,1.0,10,0,0,5,0,doc-explorer,rdf,0.619,3525
7147,Jack Scarola,Jeffrey Epstein,represented_by,5.0,1,1.0,10,0,0,5,0,doc-explorer,rdf,0.619,3525
7377,federal district court,Jeffrey Epstein,associated_with,5.0,1,1.0,10,0,0,5,0,doc-explorer,rdf,0.619,3525
8562,Manhattan District Attorney's Office,Jeffrey Epstein,associated_with,5.0,1,1.0,10,0,0,5,0,doc-explorer,rdf,0.619,3525
9645,Courtney Wild,Jeffrey Epstein,associated_with,5.0,1,1.0,10,0,0,5,0,doc-explorer,rdf,0.619,3525
9655,Palm Beach County Courthouse,Jeffrey Epstein,associated_with,5.0,1,1.0,10,0,0,5,0,doc-explorer,rdf,0.619,3525
11442,New York Residence,Jeffrey Epstein,associated_with,5.0,1,1.0,10,0,0,5,0,doc-explorer,rdf,0.619,3525
11779,Alan Greenberg,Jeffrey Epstein,employed_by,5.0,1,1.0,10,0,0,5,0,doc-explorer,rdf,0.619,3525
11839,state prison facility,Jeffrey Epstein,associated_with,5.0,1,1.0,10,0,0,5,0,doc-explorer,rdf,0.619,3525
11960,Jeffrey Epstein,Ariana Huffington,associated_with,5.0,1,1.0,10,0,0,5,0,doc-explorer,rdf,0.619,3525
13280,Jeffrey Epstein,unknown participant,associated_with,5.0,1,1.0,10,0,0,5,0,doc-explorer,rdf,0.619,3525
14322,Jeffrey Epstein,Emmanuel Macron,associated_with,5.0,1,1.0,10,0,0,5,0,doc-explorer,rdf,0.619,3525
15451,Jeffrey Epstein,Clinton philanthropic causes,associated_with,5.0,1,1.0,10,0,0,5,0,doc-explorer,rdf,0.619,3525
16384,Jeffrey Epstein,Futurism magazine,associated_with,5.0,1,1.0,10,0,0,5,0,doc-explorer,rdf,0.619,3525
17979,Jeffrey Epstein,soliciting prostitution from minor,associated_with,5.0,1,1.0,10,0,0,5,0,doc-explorer,rdf,0.619,3525
19336,Securities and Exchange Commission,Jeffrey Epstein,associated_with,5.0,1,1.0,10,0,0,5,0,doc-explorer,rdf,0.619,3525
19771,Jeffrey Epstein,communication and attachments,associated_with,5.0,1,1.0,10,0,0,5,0,doc-explorer,rdf,0.619,3525
25064,Jeffrey Epstein,young adolescent girls,associated_with,5.0,1,1.0,10,0,0,5,0,doc-explorer,rdf,0.619,3525
26328,Jeffrey Epstein,Unknown Lawyer,associated_with,6.0,1,1.0,10,0,0,5,0,doc-explorer,rdf,0.619,3525
7070,Jeffrey Epstein,Jeffrey J. Sloman,associated_with,5.0,1,1.0,12,0,0,6,0,doc-explorer,rdf,0.626,3525
7391,Florida Bar Assn,Jeffrey Epstein,associated_with,5.0,1,1.0,12,0,0,6,0,doc-explorer,rdf,0.626,3525
9615,49 Zorro Ranch Road,Jeffrey Epstein,associated_with,5.0,1,1.0,12,0,0,6,0,doc-explorer,rdf,0.626,3525
9635,Citibank,Jeffrey Epstein,associated_with,5.0,1,1.0,12,0,0,6,0,doc-explorer,rdf,0.626,3525
10243,Jack Goldberger,Jeffrey Epstein,employed_by,5.0,1,1.0,12,0,0,6,0,doc-explorer,rdf,0.626,3525
11116,Manhattan Division,Jeffrey Epstein,associated_with,5.0,1,1.0,12,0,0,6,0,doc-explorer,rdf,0.626,3525
13630,Jack Lang,Jeffrey Epstein,associated_with,5.0,1,1.0,12,0,0,6,0,doc-explorer,rdf,0.626,3525
14183,Jeffrey Epstein,New York Times Morris article,associated_with,5.0,1,1.0,12,0,0,6,0,doc-explorer,rdf,0.626,3525
14837,Jeffrey Epstein,Alain Forget,associated_with,5.0,1,1.0,12,0,0,6,0,doc-explorer,rdf,0.626,3525
15517,Jeffrey Epstein,United States court system,associated_with,5.0,1,1.0,12,0,0,6,0,doc-explorer,rdf,0.626,3525
27040,Jeffrey Epstein,anti-BDSM and anti-porn feminists,associated_with,5.0,1,1.0,12,0,0,6,0,doc-explorer,rdf,0.626,3525
6311,state court,Jeffrey Epstein,associated_with,5.0,1,1.0,14,0,0,7,0,doc-explorer,rdf,0.63,3525
7002,Palm Beach Residence,Jeffrey Epstein,associated_with,5.0,1,1.0,14,0,0,7,0,doc-explorer,rdf,0.63,3525
9660,Jay Lefkowitz,Jeffrey Epstein,represented_by,5.0,1,1.0,14,0,0,7,0,doc-explorer,rdf,0.63,3525
10298,Cecile de Jongh,Jeffrey Epstein,associated_with,5.0,1,1.0,14,0,0,7,0,doc-explorer,rdf,0.63,3525
10509,Jeffrey Epstein,unknown recipients,associated_with,5.0,1,1.0,14,0,0,7,0,doc-explorer,rdf,0.63,3525
11795,Harvard University,Jeffrey Epstein,financial,5.0,1,1.0,14,0,0,7,0,doc-explorer,rdf,0.63,3525
17710,Jeffrey Epstein,communication content,associated_with,5.0,1,1.0,14,0,0,7,0,doc-explorer,rdf,0.63,3525
18037,Jeffrey Epstein,document recipients,associated_with,5.0,1,1.0,14,0,0,7,0,doc-explorer,rdf,0.63,3525
22045,State Attorney,Jeffrey Epstein,associated_with,5.0,1,1.0,14,0,0,7,0,doc-explorer,rdf,0.63,3525
10121,Bruce Moskowitz,Jeffrey Epstein,associated_with,5.0,1,1.0,16,0,0,8,0,doc-explorer,rdf,0.632,3525
11369,Lafayette High School,Jeffrey Epstein,associated_with,5.0,1,1.0,16,0,0,8,0,doc-explorer,rdf,0.632,3525
11372,Alan Greenberg,Jeffrey Epstein,associated_with,5.0,1,1.0,16,0,0,8,0,doc-explorer,rdf,0.632,3525
11916,"London, England",Jeffrey Epstein,associated_with,5.0,1,1.0,16,0,0,8,0,doc-explorer,rdf,0.632,3525
12348,Hardeep Singh Puri,Jeffrey Epstein,associated_with,5.0,1,1.0,16,0,0,8,0,doc-explorer,rdf,0.632,3525
13311,Iran,Jeffrey Epstein,associated_with,5.0,1,1.0,16,0,0,8,0,doc-explorer,rdf,0.632,3525
25865,Europe,Jeffrey Epstein,associated_with,5.0,1,1.0,16,0,0,8,0,doc-explorer,rdf,0.632,3525
7416,Jeffrey Epstein,"Sarah Ferguson, Duchess of York",associated_with,5.0,1,1.0,20,0,0,10,0,doc-explorer,rdf,0.634,3525
10246,New York Mellon Trust Co.,Jeffrey Epstein,associated_with,5.0,1,1.0,18,0,0,9,0,doc-explorer,rdf,0.634,3525
10247,Palm Beach Post,Jeffrey Epstein,associated_with,5.0,1,1.0,18,0,0,9,0,doc-explorer,rdf,0.634,3525
11309,New York Times,Jeffrey Epstein,associated_with,5.0,1,1.0,20,0,0,10,0,doc-explorer,rdf,0.634,3525
11370,Cooper Union,Jeffrey Epstein,associated_with,5.0,1,1.0,18,0,0,9,0,doc-explorer,rdf,0.634,3525
13602,Ariane de Rothschild,Jeffrey Epstein,associated_with,5.0,1,1.0,20,0,0,10,0,doc-explorer,rdf,0.634,3525
13628,Caroline Lang,Jeffrey Epstein,associated_with,5.0,1,1.0,20,0,0,10,0,doc-explorer,rdf,0.634,3525
15714,"Diners Club, Inc.",Jeffrey Epstein,associated_with,5.0,1,1.0,18,0,0,9,0,doc-explorer,rdf,0.634,3525
16394,Jeffrey Epstein,Anas Al-Rasheed,associated_with,10.0,1,1.0,20,0,0,10,0,doc-explorer,rdf,0.634,3525
26710,Brett Ratner,Jeffrey Epstein,associated_with,5.0,1,1.0,20,0,0,10,0,doc-explorer,rdf,0.634,3525
6310,Palm Beach County Sheriff's Office (PBSO),Jeffrey Epstein,associated_with,5.0,1,1.0,24,0,0,12,0,doc-explorer,rdf,0.635,3525
6993,United States Attorney Southern District of Florida,Jeffrey Epstein,associated_with,5.0,1,1.0,22,0,0,11,0,doc-explorer,rdf,0.635,3525
7045,Jack Goldberger,Jeffrey Epstein,represented_by,5.0,1,1.0,24,0,0,12,0,doc-explorer,rdf,0.635,3525
7148,Bradley Edwards,Jeffrey Epstein,represented_by,5.0,1,1.0,26,0,0,13,0,doc-explorer,rdf,0.635,3525
7402,Chris Tucker,Jeffrey Epstein,associated_with,5.0,1,1.0,24,0,0,12,0,doc-explorer,rdf,0.635,3525
11117,New Mexico (D.N.M.),Jeffrey Epstein,associated_with,5.0,1,1.0,26,0,0,13,0,doc-explorer,rdf,0.635,3525
11118,U.S. Virgin Islands,Jeffrey Epstein,associated_with,5.0,1,1.0,24,0,0,12,0,doc-explorer,rdf,0.635,3525
11371,Dalton School,Jeffrey Epstein,associated_with,5.0,1,1.0,24,0,0,12,0,doc-explorer,rdf,0.635,3525
11439,Gmax,Jeffrey Epstein,associated_with,5.0,1,1.0,26,0,0,13,0,doc-explorer,rdf,0.635,3525
11845,New York Magazine,Jeffrey Epstein,associated_with,5.0,1,1.0,22,0,0,11,0,doc-explorer,rdf,0.635,3525
13327,China,Jeffrey Epstein,associated_with,5.0,1,1.0,24,0,0,12,0,doc-explorer,rdf,0.635,3525
13534,David Stern,Jeffrey Epstein,associated_with,5.0,1,1.0,26,0,0,13,0,doc-explorer,rdf,0.635,3525
13698,Erika Kellerhals,Jeffrey Epstein,associated_with,5.0,1,1.0,24,0,0,12,0,doc-explorer,rdf,0.635,3525
14288,Jeffrey Epstein,Mike Pence should be replaced by Pompeo,associated_with,5.0,1,1.0,22,0,0,11,0,doc-explorer,rdf,0.635,3525
14321,Daniel Siad,Jeffrey Epstein,associated_with,5.0,1,1.0,24,0,0,12,0,doc-explorer,rdf,0.635,3525
18597,Virginia,Jeffrey Epstein,associated_with,5.0,1,1.0,22,0,0,11,0,doc-explorer,rdf,0.635,3525
20575,jail facility,Jeffrey Epstein,associated_with,5.0,1,1.0,22,0,0,11,0,doc-explorer,rdf,0.635,3525
26085,Jeffrey Epstein,unknown minor,associated_with,5.0,1,1.0,24,0,0,12,0,doc-explorer,rdf,0.635,3525
6277,Palm Beach Police Department,Jeffrey Epstein,associated_with,5.0,1,1.0,128,0,0,20,0,doc-explorer,rdf,0.636,3525
6281,Little St. James Island,Jeffrey Epstein,associated_with,5.0,1,1.0,38,0,0,19,0,doc-explorer,rdf,0.636,3525
6293,grand jury,Jeffrey Epstein,associated_with,5.0,1,1.0,32,0,0,16,0,doc-explorer,rdf,0.636,3525
6295,Alexander Acosta,Jeffrey Epstein,associated_with,5.0,1,1.0,118,0,0,20,0,doc-explorer,rdf,0.636,3525
6315,Alfredo Rodriguez,Jeffrey Epstein,associated_with,10.0,1,1.0,64,0,0,23,0,doc-explorer,rdf,0.636,3525
6323,Federal Bureau of Investigation Forensics Laboratory,Jeffrey Epstein,associated_with,5.0,1,1.0,93,0,0,20,0,doc-explorer,rdf,0.636,3525
6465,Darren K. Indyke,Jeffrey Epstein,associated_with,5.0,1,1.0,149,0,0,20,0,doc-explorer,rdf,0.636,3525
6482,Town of Palm Beach,Jeffrey Epstein,associated_with,5.0,1,1.0,50,0,0,20,0,doc-explorer,rdf,0.636,3525
6510,United States Of America,Jeffrey Epstein,associated_with,5.0,1,1.0,53,0,0,20,0,doc-explorer,rdf,0.636,3525
6511,Florida,Jeffrey Epstein,associated_with,5.0,1,1.0,44,0,0,20,0,doc-explorer,rdf,0.636,3525
6951,Jeffrey Epstein,Kathryn Ruemmler,associated_with,5.0,1,1.0,220,0,0,20,0,doc-explorer,rdf,0.636,3525
7055,Jeffrey Epstein,13 months imprisonment,associated_with,5.0,1,1.0,43,0,0,20,0,doc-explorer,rdf,0.636,3525
7068,Gerald Lefcourt,Jeffrey Epstein,associated_with,5.0,1,1.0,41,0,0,20,0,doc-explorer,rdf,0.636,3525
7069,Jeffrey Epstein,Lilly Ann Sansbeez,associated_with,5.0,1,1.0,30,0,0,15,0,doc-explorer,rdf,0.636,3525
7078,Jay Lefkowitz,Jeffrey Epstein,associated_with,5.0,1,1.0,45,0,0,20,0,doc-explorer,rdf,0.636,3525
7365,Jane Does,Jeffrey Epstein,associated_with,5.0,1,1.0,34,0,0,17,0,doc-explorer,rdf,0.636,3525
7467,Boris Nikolic,Jeffrey Epstein,associated_with,5.0,1,1.0,105,0,0,20,0,doc-explorer,rdf,0.636,3525
9547,Jeffrey Epstein,Unknown recipient,associated_with,5.0,1,1.0,105,0,0,20,0,doc-explorer,rdf,0.636,3525
9613,Miami Herald Media Company,Jeffrey Epstein,associated_with,5.0,1,1.0,32,0,0,16,0,doc-explorer,rdf,0.636,3525
9617,Bears Sterns,Jeffrey Epstein,associated_with,5.0,1,1.0,51,0,0,20,0,doc-explorer,rdf,0.636,3525
9632,Harvard University,Jeffrey Epstein,associated_with,5.0,1,1.0,40,0,0,20,0,doc-explorer,rdf,0.636,3525
10028,Haley Robson,Jeffrey Epstein,associated_with,5.0,1,1.0,44,0,0,20,0,doc-explorer,rdf,0.636,3525
10033,Barry Krischer,Jeffrey Epstein,associated_with,5.0,1,1.0,54,0,0,20,0,doc-explorer,rdf,0.636,3525
11171,State Of New York,Jeffrey Epstein,associated_with,5.0,1,1.0,75,0,0,20,0,doc-explorer,rdf,0.636,3525
11265,Jack Goldberger,Jeffrey Epstein,associated_with,6.0,1,1.0,89,0,0,21,0,doc-explorer,rdf,0.636,3525
11363,Al Seckel,Jeffrey Epstein,associated_with,5.0,1,1.0,32,0,0,16,0,doc-explorer,rdf,0.636,3525
11456,Bill Richardson,Jeffrey Epstein,associated_with,5.0,1,1.0,42,0,0,20,0,doc-explorer,rdf,0.636,3525
11758,Coney Island,Jeffrey Epstein,associated_with,5.0,1,1.0,32,0,0,16,0,doc-explorer,rdf,0.636,3525
11763,Brock Pierce,Jeffrey Epstein,associated_with,5.0,1,1.0,43,0,0,20,0,doc-explorer,rdf,0.636,3525
11796,Jeffrey Epstein,Hamad bin Jassim al-Thani,associated_with,5.0,1,1.0,28,0,0,14,0,doc-explorer,rdf,0.636,3525
11804,David Boies,Jeffrey Epstein,associated_with,5.0,1,1.0,28,0,0,14,0,doc-explorer,rdf,0.636,3525
11806,Al Gore,Jeffrey Epstein,associated_with,5.0,1,1.0,38,0,0,19,0,doc-explorer,rdf,0.636,3525
12107,Brad S. Karp,Jeffrey Epstein,associated_with,5.0,1,1.0,41,0,0,20,0,doc-explorer,rdf,0.636,3525
13591,Deepak Chopra,Jeffrey Epstein,associated_with,5.0,1,1.0,57,0,0,20,0,doc-explorer,rdf,0.636,3525
13681,Paris-LeBourget,Jeffrey Epstein,associated_with,5.0,1,1.0,42,0,0,20,0,doc-explorer,rdf,0.636,3525
13862,Jeffrey Epstein,Email communication recipients,associated_with,5.0,1,1.0,28,0,0,14,0,doc-explorer,rdf,0.636,3525
15194,U.S. Department of Justice (DOJ),Jeffrey Epstein,associated_with,5.0,1,1.0,38,0,0,19,0,doc-explorer,rdf,0.636,3525
15509,New York (E.D.N.Y.),Jeffrey Epstein,associated_with,5.0,1,1.0,38,0,0,19,0,doc-explorer,rdf,0.636,3525
15598,Jeffrey Epstein,Jabor Y. Inewei,associated_with,5.0,1,1.0,34,0,0,17,0,doc-explorer,rdf,0.636,3525
15631,Court,Jeffrey Epstein,associated_with,5.0,1,1.0,45,0,0,20,0,doc-explorer,rdf,0.636,3525
17151,Jeffrey Epstein,communication recipients,associated_with,5.0,1,1.0,50,0,0,20,0,doc-explorer,rdf,0.636,3525
6358,Trump,39 percent according to RealClearPolitics,associated_with,2.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
6376,Trump,Baron mutual funds and credit opportunity funds,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
6378,Trump,Melania LLC and related licensing agreements,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
6386,Trump,hundreds of business entities,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
6389,Trump,"Trump Pageants, Inc. and Miss Universe L.P.",associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
6390,Trump,Trump Plaza and related real estate properties,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
6491,Trump,statements about Jeffrey Epstein,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
7079,Trump,Albemarle House estate and surrounding vineyard properties,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
7081,Trump,Albemarle House estate,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
7856,Trump,NAFTA trade agreement,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
7857,Trump,up to $1 trillion in infrastructure spending,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
7997,Trump,Obamacare reform timeline,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
7998,Trump,Wall Street Journal regarding China policy,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
8630,Trump,Woodbridge property,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
8631,Trump,Ocean Boulevard property,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
8744,Trump,1100 S Ocean Blvd property,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
8858,Trump,"1094 South Ocean Boulevard, Palm Beach",associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
8893,Trump,50434335050000202 parcel (Woodbridge Road),associated_with,2.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
8904,Trump,"124 Woodbridge Rd, Palm Beach, Florida",associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
8905,Palm Beach Lakes Blvd,Trump,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
8915,Trump,Screen Actors Guild and AFTRA,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
8916,Trump,Starrett City Associates and Spring Creek Plaza,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
9996,Trump,USA Pageant,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
10546,Trump,himself against Russian collusion allegations,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
10548,Trump,national menace and carnage theme,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
10550,Trump,investigation of Russia probe origins,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
10561,Trump,travel ban on Muslim-majority countries,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
10569,Trump,Neil Gorsuch to Supreme Court,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
10574,Trump,Jared Kushner's attribution of policy credit,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
10578,Trump,evenings in White House,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
10580,Trump,bathrobe after media report,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
10596,Trump,organizational structure and priorities,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
10605,Trump,minimal preparation,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
10626,Trump,"Al Shayrat airfield, Syria",associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
10638,Trump,United States foreign policy realignment,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
10647,Trump,National security team regarding Afghanistan,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
10659,Trump,John Kelly appointment as Chief of Staff,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
10671,Trump,Luther Strange in Alabama GOP Senate race,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
11474,Trump,Unknown female entrepreneur,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
11551,Trump,border wall construction and immigration enforcement,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
11559,Trump,constitutional amendment imposing congressional term limits,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
11560,Trump,two-for-one regulatory elimination requirement,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
11893,Jack Scarola,Trump,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
11894,U.S. Department of Labor,Trump,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
11896,Juan Alessi,Trump,associated_with,2.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
11930,Trump,Abe Gosman property,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
11957,Internal Revenue Service,Trump,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
12360,Trump,presidential campaign launch,employed_by,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
13462,Trump,Friday of the week,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
13694,Marie Villafana,Trump,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
13695,Trump,Jane Doe's allegations (HOUSE_OVERSIGHT_026384) (HOUSE_OVERSIGHT_026384),associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
13802,Trump,U.S. Presidential Election Debate,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
13867,U.S. Virgin Islands,Trump,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
13953,Clerk Of The Circuit Court & Comptroller,Trump,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
13961,Trump,Mueller Special Counsel investigation,communicated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
14666,Trump,Senate hearing testimony,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
15662,Trump,White House staff and operations,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
16027,Trump,his intelligence and business success,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
16029,Trump,Democrats and mainstream media,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
16098,Trump,female contestants on The Apprentice,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
16112,Trump,Saudi Arabian and Kuwaiti leadership,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
16135,Trump,Lyndon LaRouche and followers,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
16136,Trump,Lyndon LaRouche organization,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
16295,Tim Zagat,Trump,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
16395,Trump,location during trip coordination period,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
16398,Trump,740 Park Avenue,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
16401,Trump,book publisher,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
16415,Trump,"Jeffrey Epstein, Melanie Spinella",associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
16455,New York Strategy Group Llc,Trump,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
16892,Trump,Trump 104: The Way to Success,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
17201,Trump,most subjects except building construction,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
17800,Trump,ability to outmaneuver adversaries and strike deals,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
17801,Trump,U.S. foreign policy toward Europe,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
17928,M. Roberts,Trump,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
18041,Internal Revenue Service,Trump,employed_by,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
18042,Trump,tax maneuver legality,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
18044,Trump,casino investments,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
18260,Trump,Joseph Cinque,associated_with,2.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
18265,Trump,China trade deal collapse,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
18331,Trump,THC Baku Hotel Manager entities,associated_with,2.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
18333,Trump,TIGL Common Area Management entities,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
18335,Trump,Trump International Hotel and Tower Condominium,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
18728,Trump,N/k/a Dtw Venture Llc,associated_with,2.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
19147,Trump,executive functions of presidency,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
20014,Trump,federal taxable income,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
20028,Trump,private aviation facility,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
20211,Trump,ACA supporters,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
20287,Trump,Kristin Harth,associated_with,2.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
20355,Trump,Jupiter Golf Club LL,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
21158,Trump,Lincoln Memorial concert,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
21684,Trump,Department officials including Rod Rosenstein,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
21910,Trump,Ronald Reagan's military objectives,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
21914,Trump,"Facebook, Google, Amazon",associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
22008,Trump,comprehensive legislative agenda,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
22009,Trump,trade renegotiations,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
22011,Trump,infrastructure investment through tax incentives,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
22012,Trump,fossil fuel energy development,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
22110,Trump,Saudi Arabia and Arab-Islamic leaders,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
22133,Trump,International Jet Services,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
22135,Trump,aviation facility,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,750
